Day,Culture,Temperature,Disk,Treatment,Date,JuvID,F,Fm,Fo,FvFm,FvFmInitial,FvFmPercentageChange,CellPerJuv,Area_mm2,Area_mm2_Difference,Area_mm2_PercentageChange,Polyps,Polyps_Difference,Polyps_PercentageChange,Dead,RespirationPerMM2 ,CellsPerMM2,CellDensityPerMM2PercentChange,CellDensityPerMM2PercentChangePerTimePointAndCulture
00,SS08,27,03,SS08@27,15.10.19,14,0.1941,0.2436,0.1941,0.203,0.203,0,,0.709,0,,1,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,14,0.1917,0.2343,0.1917,0.182,0.203,-10.34482759,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,14,0.1652,0.2093,0.1652,0.211,0.229,-7.860262009,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,14,0.1824,0.2324,0.1824,0.215,0.203,5.911330049,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,14,0.1485,0.1931,0.1485,0.231,0.229,0.873362445,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,14,0.1784,0.2211,0.1784,0.193,0.203,-4.926108374,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,15,0.2137,0.2466,0.2137,0.133,0.133,0,,1.676,0,,4,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,15,0.0054,0.0108,0.0054,0,0,,,1.109,0,,1,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,15,0.0181,0.0255,0.0181,0,0,,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,15,0.2103,0.2368,0.2103,0.112,0.133,-15.78947368,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,15,0.0152,0.0265,0.0152,0,0,,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,15,0.1672,0.2113,0.1672,0.209,0.133,57.14285714,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,15,0.0162,0.026,0.0162,0,0,,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,16,0.2475,0.2971,0.2475,0.167,0.167,0,,1.965,0,,5,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,16,0.2319,0.2471,0.2319,0.062,0.062,0,,1.857,0,,2,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,16,0.2265,0.2426,0.2265,0.067,0.062,8.064516129,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,16,0.2451,0.2848,0.2451,0.139,0.167,-16.76646707,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,16,0.2221,0.2422,0.2221,0.083,0.062,33.87096774,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,16,0.2162,0.2672,0.2162,0.191,0.167,14.37125749,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,16,0.2191,0.2422,0.2191,0.095,0.062,53.22580645,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,17,0.177,0.2402,0.177,0.263,0.263,0,,0.791,0,,1,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,17,0.1897,0.275,0.1897,0.31,0.31,0,,1.446,0,,2,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,17,0.2,0.2618,0.2,0.236,0.31,-23.87096774,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,17,0.1951,0.2397,0.1951,0.186,0.263,-29.27756654,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,17,0.1975,0.2922,0.1975,0.324,0.31,4.516129032,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,17,0.1745,0.2324,0.1745,0.249,0.263,-5.323193916,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,17,0.198,0.2868,0.198,0.309,0.31,-0.322580645,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,18,0.2348,0.2691,0.2348,0.128,0.128,0,,2.091,0,,3,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,18,0.2613,0.2819,0.2613,0.073,0.073,0,,2.267,0,,3,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,18,0.2324,0.2534,0.2324,0.083,0.073,13.69863014,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,18,0.2162,0.2417,0.2162,0.105,0.128,-17.96875,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,18,0.2304,0.2544,0.2304,0.094,0.073,28.76712329,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,18,0.1995,0.2324,0.1995,0.141,0.128,10.15625,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,18,0.2333,0.2706,0.2333,0.138,0.073,89.04109589,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,19,0.2475,0.2936,0.2475,0.157,0.157,0,,2.464,0,,4,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,19,0.2221,0.2544,0.2221,0.127,0.127,0,,1.17,0,,2,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,19,0.2103,0.2373,0.2103,0.114,0.127,-10.23622047,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,19,0.2461,0.2868,0.2461,0.142,0.157,-9.554140127,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,19,0.2069,0.2373,0.2069,0.128,0.127,0.787401575,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,19,0.2348,0.2848,0.2348,0.176,0.157,12.10191083,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,19,0.2015,0.2436,0.2015,0.173,0.127,36.22047244,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,20,0.2064,0.2466,0.2064,0.163,0.163,0,,1.11,0,,1,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,20,0.0275,0.0471,0.0275,0,0,,,,,,,,,yes,,,,
03,SS08,27,03,SS08@27,17.10.19,20,0.027,0.05,0.027,0.461,0,,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,20,0.1103,0.202,0.1103,0.454,0.163,178.5276074,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,20,0.0304,0.0583,0.0304,0.479,0,,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,20,0.0049,0.0054,0.0049,0,0.163,-100,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,20,0.0299,0.048,0.0299,0.378,0,,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,21,0.249,0.2951,0.249,0.156,0.156,0,,1.913,0,,5,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,21,0.2436,0.2696,0.2436,0.096,0.096,0,,2.356,0,,5,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,21,0.0167,0.026,0.0167,0,0.096,-100,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,21,0.2387,0.2799,0.2387,0.147,0.156,-5.769230769,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,21,0.0152,0.025,0.0152,0,0.096,-100,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,21,0.2309,0.2789,0.2309,0.172,0.156,10.25641026,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,21,0.026,0.0466,0.026,0,0.096,-100,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,22,0.2382,0.2828,0.2382,0.158,0.158,0,,1.003,0,,1,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,22,0.2716,0.3005,0.2716,0.096,0.096,0,,2.181,0,,5,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,22,0.2824,0.3074,0.2824,0.081,0.096,-15.625,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,22,0.1951,0.2368,0.1951,0.176,0.158,11.39240506,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,22,0.2725,0.299,0.2725,0.089,0.096,-7.291666667,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,22,0.1951,0.2422,0.1951,0.194,0.158,22.78481013,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,22,0.2593,0.2985,0.2593,0.131,0.096,36.45833333,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,23,0.1936,0.275,0.1936,0.296,0.296,0,,0.408,0,,1,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,23,0.2515,0.2696,0.2515,0.067,0.067,0,,6.817,0,,7,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,23,0.2466,0.2549,0.2466,0.033,0.067,-50.74626866,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,23,0.1608,0.2397,0.1608,0.329,0.296,11.14864865,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,23,0.2466,0.2672,0.2466,0.077,0.067,14.92537313,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,23,0.149,0.2328,0.149,0.36,0.296,21.62162162,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,23,0.2358,0.2632,0.2358,0.104,0.067,55.2238806,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,24,0.2098,0.2525,0.2098,0.169,0.169,0,,1.279,0,,2,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,24,0.2275,0.2598,0.2275,0.125,0.125,0,,3.453,0,,7,,,no,4.74727E-05,,,
03,SS08,27,03,SS08@27,17.10.19,24,0.0064,0.0054,0.0064,0,0.125,-100,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,24,0.2005,0.2397,0.2005,0.164,0.169,-2.958579882,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,24,0.0083,0.0172,0.0083,0,0.125,-100,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,24,0.1956,0.2529,0.1956,0.227,0.169,34.31952663,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,24,0.0196,0.0348,0.0196,0,0.125,-100,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,25,0.2093,0.2515,0.2093,0.168,0.168,0,,1.179,0,,3,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,25,0.2162,0.274,0.2162,0.211,0.211,0,,1.04,0,,2,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,25,0.224,0.2696,0.224,0.169,0.211,-19.90521327,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,25,0.2044,0.2446,0.2044,0.164,0.168,-2.380952381,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,25,0.2255,0.2819,0.2255,0.2,0.211,-5.213270142,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,25,0.1814,0.2245,0.1814,0.192,0.168,14.28571429,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,25,0.223,0.2784,0.223,0.199,0.211,-5.687203791,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,26,0.2618,0.3,0.2618,0.127,0.127,0,,3.337,0,,4,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,26,0.2137,0.25,0.2137,0.145,0.145,0,,1.555,0,,3,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,26,0.2029,0.2299,0.2029,0.117,0.145,-19.31034483,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,26,0.2377,0.2691,0.2377,0.117,0.127,-7.874015748,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,26,0.2118,0.2392,0.2118,0.115,0.145,-20.68965517,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,26,0.226,0.2721,0.226,0.169,0.127,33.07086614,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,26,0.1995,0.2402,0.1995,0.169,0.145,16.55172414,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,27,0.2348,0.2696,0.2348,0.129,0.129,0,,2.797,0,,6,,,no,,,,
00,SS08,27,03,SS08@27,15.10.19,27,0.2162,0.25,0.2162,0.135,0.135,0,,1.508,0,,3,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,27,0.0172,0.0343,0.0172,0,0.135,-100,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,27,0.224,0.251,0.224,0.107,0.129,-17.05426357,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,27,0.0167,0.0299,0.0167,0,0.135,-100,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,27,0.2221,0.2657,0.2221,0.164,0.129,27.13178295,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,27,0.024,0.0426,0.024,0,0.135,-100,,,,,,,,,,,,
00,SS01,31,09,SS01@31,15.10.19,28,0.0397,0.0721,0.0397,0.449,0.449,0,,,,,,,,yes,,,,
00,SS08,27,03,SS08@27,15.10.19,28,0.0181,0.0275,0.0181,0,0,,,0.31,0,,1,,,no,,,,
03,SS08,27,03,SS08@27,17.10.19,28,0.023,0.0402,0.023,0,0,,,,,,,,,,,,,
07,SS01,31,09,SS01@31,21.10.19,28,0.0127,0.0201,0.0127,0,0.449,-100,,,,,,,,,,,,
07,SS08,27,03,SS08@27,21.10.19,28,0.0377,0.0672,0.0377,0.438,0,,,,,,,,,,,,,
10,SS01,31,09,SS01@31,24.10.19,28,0.0069,0.0069,0.0069,0,0.449,-100,,,,,,,,,,,,
10,SS08,27,03,SS08@27,24.10.19,28,0.0039,0.0039,0.0039,0,0,,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,1,0.2544,0.2711,0.2544,0.061,0.061,0,230750,6.594,0,,8,,,no,,34994,,-27.39727627
03,SS08,31,09,SS08@31,17.10.19,1,0.023,0.0402,0.023,0,0.061,-100,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,1,0.0309,0.0549,0.0309,0.438,0.061,618.0327869,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,1,0.025,0.0426,0.025,0,0.061,-100,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,2,0.1539,0.2245,0.1539,0.314,0.314,0,,0.357,0,,1,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,2,0.1431,0.199,0.1431,0.281,0.314,-10.50955414,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,2,0.1181,0.1701,0.1181,0.305,0.314,-2.866242038,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,2,0.1147,0.177,0.1147,0.352,0.314,12.10191083,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,3,0.2015,0.2132,0.2015,0.055,0.055,0,,4.739,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,3,0.1873,0.2025,0.1873,0.075,0.055,36.36363636,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,3,0.1873,0.2039,0.1873,0.082,0.055,49.09090909,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,3,0.1809,0.2015,0.1809,0.102,0.055,85.45454545,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,4,0.2377,0.2515,0.2377,0.055,0.055,0,,3.783,0,,4,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,4,0.2304,0.2358,0.2304,0.023,0.055,-58.18181818,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,4,0.2299,0.2417,0.2299,0.049,0.055,-10.90909091,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,4,0.2098,0.2265,0.2098,0.074,0.055,34.54545455,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,5,0.1284,0.2034,0.1284,0.369,0.369,0,,0.439,0,,1,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,5,0.1176,0.1843,0.1176,0.362,0.369,-1.89701897,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,5,0.0877,0.1711,0.0877,0.487,0.369,31.97831978,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,5,0.0299,0.0539,0.0299,0.445,0.369,20.59620596,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,6,0.1902,0.2083,0.1902,0.087,0.087,0,,3.249,0,,3,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,6,0.1833,0.1941,0.1833,0.056,0.087,-35.63218391,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,6,0.1828,0.1971,0.1828,0.072,0.087,-17.24137931,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,6,0.1672,0.1838,0.1672,0.091,0.087,4.597701149,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,7,0.2534,0.2686,0.2534,0.057,0.057,0,,3.805,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,7,0.2475,0.252,0.2475,0.018,0.057,-68.42105263,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,7,0.2299,0.2402,0.2299,0.043,0.057,-24.56140351,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,7,0.2181,0.2324,0.2181,0.061,0.057,7.01754386,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,8,0.2368,0.2436,0.2368,0.028,0.028,0,,4.566,0,,4,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,8,0.2368,0.2397,0.2368,0,0.028,-100,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,8,0.2343,0.2422,0.2343,0.032,0.028,14.28571429,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,8,0.2103,0.2211,0.2103,0.049,0.028,75,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,9,0.252,0.2647,0.252,0.048,0.048,0,,2.693,0,,3,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,9,0.249,0.2574,0.249,0.032,0.048,-33.33333333,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,9,0.2549,0.2667,0.2549,0.044,0.048,-8.333333333,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,9,0.2319,0.25,0.2319,0.073,0.048,52.08333333,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,10,0.2618,0.2706,0.2618,0.033,0.033,0,,4.805,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,10,0.2456,0.2525,0.2456,0.027,0.033,-18.18181818,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,10,0.2593,0.2642,0.2593,0.019,0.033,-42.42424242,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,10,0.2324,0.2461,0.2324,0.056,0.033,69.6969697,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,11,0.2397,0.2598,0.2397,0.077,0.077,0,,1.479,0,,2,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,11,0.2343,0.2436,0.2343,0.038,0.077,-50.64935065,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,11,0.2108,0.2304,0.2108,0.085,0.077,10.38961039,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,11,0.2083,0.2333,0.2083,0.107,0.077,38.96103896,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,12,0.2402,0.2814,0.2402,0.146,0.146,0,,1.944,0,,4,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,12,0.227,0.2583,0.227,0.121,0.146,-17.12328767,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,12,0.2333,0.2652,0.2333,0.12,0.146,-17.80821918,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,12,0.2245,0.2603,0.2245,0.137,0.146,-6.164383562,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,13,0.2328,0.248,0.2328,0.061,0.061,0,,5.225,0,,6,,,cluster,,,,
03,SS08,31,09,SS08@31,17.10.19,13,0.2446,0.2446,0.2446,0,0.061,-100,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,13,0.2309,0.2387,0.2309,0.033,0.061,-45.90163934,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,13,0.2235,0.2387,0.2235,0.064,0.061,4.918032787,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,14,0.174,0.226,0.174,0.23,0.23,0,,0.473,0,,1,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,14,0.2074,0.2441,0.2074,0.151,0.23,-34.34782609,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,14,0.1931,0.2402,0.1931,0.196,0.23,-14.7826087,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,14,0.1662,0.2074,0.1662,0.199,0.23,-13.47826087,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,15,0.1696,0.2029,0.1696,0.164,0.164,0,,1.655,0,,3,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,15,0.1446,0.1716,0.1446,0.157,0.164,-4.268292683,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,15,0.1534,0.1877,0.1534,0.183,0.164,11.58536585,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,15,0.1559,0.1941,0.1559,0.197,0.164,20.12195122,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,16,0.2525,0.2652,0.2525,0.048,0.048,0,,3.962,0,,6,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,16,0.2338,0.2373,0.2338,0,0.048,-100,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,16,0.2314,0.2426,0.2314,0.046,0.048,-4.166666667,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,16,0.198,0.2162,0.198,0.084,0.048,75,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,17,0.2328,0.2539,0.2328,0.083,0.083,0,,9.188,0,,10,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,17,0.2441,0.2569,0.2441,0.05,0.083,-39.75903614,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,17,0.2309,0.2456,0.2309,0.06,0.083,-27.71084337,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,17,0.201,0.2162,0.201,0.07,0.083,-15.6626506,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,18,0.2735,0.2995,0.2735,0.087,0.087,0,,3.917,0,,4,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,18,0.2598,0.2745,0.2598,0.054,0.087,-37.93103448,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,18,0.2637,0.2784,0.2637,0.053,0.087,-39.08045977,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,18,0.2328,0.2569,0.2328,0.094,0.087,8.045977011,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,19,0.1691,0.25,0.1691,0.324,0.324,0,,0.429,0,,2,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,19,0.1716,0.2338,0.1716,0.266,0.324,-17.90123457,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,19,0.1147,0.1725,0.1147,0.335,0.324,3.395061728,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,19,0.1422,0.1863,0.1422,0.237,0.324,-26.85185185,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,20,0.2735,0.3005,0.2735,0.09,0.09,0,,4.996,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,20,0.2799,0.3,0.2799,0.067,0.09,-25.55555556,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,20,0.275,0.2936,0.275,0.063,0.09,-30,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,20,0.2461,0.2691,0.2461,0.086,0.09,-4.444444444,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,21,0.25,0.2701,0.25,0.074,0.074,0,,3.689,0,,4,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,21,0.2466,0.2603,0.2466,0.053,0.074,-28.37837838,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,21,0.2397,0.2515,0.2397,0.047,0.074,-36.48648649,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,21,0.2172,0.2353,0.2172,0.077,0.074,4.054054054,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,22,0.2534,0.2775,0.2534,0.087,0.087,0,,2.516,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,22,0.2417,0.2578,0.2417,0.063,0.087,-27.5862069,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,22,0.2353,0.25,0.2353,0.059,0.087,-32.18390805,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,22,0.2132,0.2328,0.2132,0.084,0.087,-3.448275862,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,23,0.2446,0.2755,0.2446,0.112,0.112,0,,1.024,0,,2,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,23,0.2343,0.2593,0.2343,0.096,0.112,-14.28571429,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,23,0.223,0.2441,0.223,0.086,0.112,-23.21428571,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,23,0.2093,0.2377,0.2093,0.12,0.112,7.142857143,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,24,0.2206,0.2598,0.2206,0.151,0.151,0,,2.649,0,,3,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,24,0.2147,0.2431,0.2147,0.117,0.151,-22.51655629,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,24,0.2162,0.2407,0.2162,0.102,0.151,-32.45033113,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,24,0.1966,0.226,0.1966,0.13,0.151,-13.90728477,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,25,0.1265,0.1907,0.1265,0.337,0.337,0,,2.159,0,,2,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,25,0.1887,0.2015,0.1887,0.063,0.337,-81.30563798,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,25,0.1216,0.1623,0.1216,0.251,0.337,-25.51928783,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,25,0.1618,0.1809,0.1618,0.106,0.337,-68.54599407,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,26,0.1951,0.2152,0.1951,0.093,0.093,0,,2.024,0,,3,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,26,0.1961,0.2064,0.1961,0.05,0.093,-46.23655914,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,26,0.1696,0.1838,0.1696,0.077,0.093,-17.20430108,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,26,0.1608,0.1755,0.1608,0.084,0.093,-9.677419355,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,27,0.2534,0.2701,0.2534,0.062,0.062,0,,3.142,0,,5,,,no,,,,
03,SS08,31,09,SS08@31,17.10.19,27,0.2436,0.2544,0.2436,0.042,0.062,-32.25806452,,,,,,,,,,,,
07,SS08,31,09,SS08@31,21.10.19,27,0.2338,0.2505,0.2338,0.067,0.062,8.064516129,,,,,,,,,,,,
10,SS08,31,09,SS08@31,24.10.19,27,0.2025,0.2201,0.2025,0.08,0.062,29.03225806,,,,,,,,,,,,
00,SS08,31,09,SS08@31,15.10.19,28,0.0034,0.0044,0.0034,0,0,,,,,,,,,yes,,,,
